Producción_SAG,Presión_SAG,Nivel_Stockpile,Sólidos_en_alimentación_mineral,Nivel_Sump,P80,Alimentación_agua_SAG,Pebble,Granulometría_gt_100mm,Granulometría_lt_30mm,Velocidad_rotación_SAG,Dureza,Consumo_energía_SAG,Edad_Liner,Mantenimiento
4828.74489892729,7391.893445047754,24.452960471462642,82.18268764744279,84.28356981490158,20.9225048663465,1818.234586249738,14.254482838461286,0.31658505752432475,67.67777033486504,10.017303664582965,74.15485625756435,26259.450305460297,2,0
4813.354374415415,7404.76585583365,29.17374420243744,63.539467010680546,97.64861608904742,117.33221155301628,1295.0262810483323,815.2985138851204,32.05628406989099,30.01057427515965,7.327579507769744,24.810172078625563,22367.400833300962,6,0
4988.821708636548,7464.087914766494,24.963121457017415,88.45512341456117,80.32866975754894,121.59047087336097,880.9763013530433,414.1829365225034,32.03481499208531,32.81078014904704,3.6611415389501243,46.49330774131894,24452.066366053816,4,1
4827.845608978086,7473.681950417132,26.19879107746465,72.10071507219779,79.56261990556536,100.3180015954323,902.1990798693168,771.5046256797494,23.744483425789223,38.383070408541116,5.341756212812692,7.20856453527956,19551.98442211469,4,0
4901.253646507001,7118.379537759556,26.572366003423003,63.78079301697747,90.72599345135664,140.42221586516382,1240.5734256643252,-276.52533479103954,44.314466113202684,10.81876474690716,7.397738838737776,40.59231226525239,19696.976493933667,2,0
5084.272803791837,7099.140020351892,5.919900174278574,49.73149732150423,91.39566334979807,75.496355955368,2272.3979431003722,115.87225742316423,-2.260410999042332,59.716019381568316,11.64341072568978,23.53047163931459,13985.9749367451,2,0
5032.999123391685,7403.715101127036,31.46692216063315,86.3259411322865,77.24517840791823,15.324234740120374,1477.0063610165018,625.5389337895549,-10.232202516847824,69.91340447521819,5.841968155353879,26.102686387885875,22116.568923337047,2,0
4698.274841330464,7241.31193328418,10.603804024271827,75.43204982319504,87.46865433728892,8.832467630632777,943.5534401358625,-297.6044173649325,-16.677863672752657,88.70076868222478,-0.3123965946064651,25.31466546649836,10623.418049692416,6,0
4941.888024558585,7317.32396729503,12.775310248494502,69.07635926068386,74.29039600899587,83.20027986984677,2377.491826316461,958.6943794074917,8.312999046424746,62.24200706696066,9.2478610529313,16.890025637237514,16434.045736819222,4,0
5210.810826552896,7098.604038544651,10.247089625402786,84.31358555069218,85.4212790989348,110.88539916776716,1969.2584876649894,624.8694022293055,10.311873298121895,64.1802404398225,7.629418600974985,39.890896575690995,18911.626281457036,4,0
4684.253433422933,7378.910358494845,25.996748600942638,62.78287647334294,87.97564630754881,99.65355597789505,1032.291521053995,-89.85529083868767,20.235063893932942,36.614741094715846,7.625400484888518,24.01661894268378,16801.06687458223,2,0
5015.2378497555865,7225.317701093547,3.641360860896995,89.36106733776359,93.33414226355372,19.874501387625784,2205.8519049998567,305.6075418767625,4.759942564693951,64.94545535375653,4.465528244981369,35.88184579179743,20234.836834532285,6,0
4666.730100517882,7117.552965787971,18.94108444964203,57.6006588700406,85.43879086831025,195.25928441012496,367.3918053789839,286.6900204307228,43.87782940809866,12.178366496562248,7.960479215388353,43.32933684742745,18398.93777266134,6,0
4744.767980184933,7455.178090794805,29.330034638449938,54.90677865656268,78.2879921059508,151.87922814799506,640.7384596441071,797.0096881793572,57.85141696369468,-19.62719974876142,7.623482521560211,32.32121465947754,25366.080051716646,2,0
4952.39049853919,7589.163298710358,7.219375961963582,71.2354781138143,71.05138185989225,194.84959185344283,2081.9598480002187,173.7966127414935,46.45111832515934,13.808760706692677,5.227078903386382,44.520752022778446,15023.218212710159,2,0
4604.123024015087,7266.200795224405,13.066870440770476,55.58532322707683,89.47260785340684,60.54651074076587,1199.675120798203,90.62206295654698,5.287986007047818,65.22694729260131,7.886093195532885,36.57998406624003,14505.620910400672,2,0
4931.677243894554,7171.256792046413,8.80656375503835,56.026312457042906,107.4797149608736,184.2467772553708,102.86177524897744,-179.2909929032934,37.06116528953801,23.85540910807187,7.8233647600795235,39.11198167047381,17155.072929309048,2,0
4966.2633401996945,7322.607579569773,-2.2735320671732318,62.32900713347428,70.14614128431127,111.91269443157404,3064.7850404670926,521.0123904275864,29.571440664626135,37.09881934019883,9.678091932290707,47.80562452749048,17633.037854731607,4,0
5424.10253266162,7105.300080083814,24.22721278154801,63.95438673355403,91.18101611112384,32.37433535869654,1932.9831791627594,435.87850710873295,13.68436902038273,59.26321499441158,5.19709600159806,46.871443724703205,24253.67965659762,2,0
4740.469820765146,7235.932166264038,16.8025988458556,93.66968546941865,80.81092099646142,28.551740840372346,908.3538470850955,685.5907087278495,20.85463476775908,22.891188044996692,1.9156878355499796,54.58994930862143,25438.637674560174,2,1
4724.520982721439,7393.723719262638,-6.246753613585536,60.79690224712263,78.30772615836622,167.92033857591957,483.63333920655054,333.65722572704277,18.948819805776925,44.33949791205679,2.4379317495762587,33.29958154961175,9349.92591767584,4,0
5134.277986612003,7483.532172709662,18.03816534968108,68.00714670744108,66.42217313938546,74.48081022619704,1773.6192994505645,1605.8818929917736,4.038341293792577,73.20197254934119,9.238431987026402,37.06867608216602,22781.454672799628,2,0
5076.735973916944,7384.442803769937,19.64559290004449,82.6805215984864,90.75936719887893,58.488666217188275,901.3010275067817,476.37974421406227,-2.912434838838948,69.84779171005002,7.035724817116176,30.091036793138173,21656.336808420536,2,0
5011.96550814922,7471.931545895607,-2.194909792702955,55.83403811765699,79.42238829090606,174.612262337776,1003.0231965936908,-325.67381815961244,41.4396780648785,8.772930178960294,3.576745943690289,40.10412515625205,14472.358401109796,2,0
4875.288932250012,6845.717325588728,27.994678005520804,86.08281953000107,87.24329112645235,36.6733591589964,1119.7060771200247,123.69338484636756,7.213745511901884,62.822019749492014,3.6302008451816654,35.44569943443169,17551.922238628973,2,0
5194.2167555294955,7465.5047783334485,28.255067990847312,72.3100610448177,96.97688258825951,106.76019089824403,1232.4632342098137,1333.2520764560284,30.362746879688686,21.423387093385426,7.690850627601236,37.37123595503387,30582.287637296424,4,1
5040.685814275798,7365.928747540955,37.23499436473394,82.94020473769692,83.49340771124963,138.61443372296026,671.29028707191,678.6228992320405,48.897213187147564,-0.8992962262523108,5.406909713826817,29.472496220671538,27111.576357562062,2,0
4741.402279000644,7212.650135996047,5.699503950638274,64.26682590743673,85.95944754161201,65.371194103737,1962.7516956322536,485.97509021858997,24.695808104668203,27.26655474081268,11.406116900761681,17.404855626136026,20425.366159565037,4,0
4934.728147973326,7414.279107472566,8.437735768203478,54.56642333119233,84.78451361526434,56.44782356098268,1818.005141528728,-78.44154037365979,18.727879688639767,31.954031576444713,9.972538931862935,46.33576466262664,23829.557178283183,4,0
5120.026118288159,7361.892024043286,14.70154610140044,55.58558631156607,61.68097257992923,115.30872432744304,909.5422301202491,424.7147393007085,15.29255184790329,54.03407298962018,5.214999298030839,38.39806311165289,17147.43854118405,2,0
4967.714091707201,7369.13114008475,24.863702051953602,49.8522438351652,88.68730732012484,137.60739878408253,747.9595104053169,399.07897437572365,25.565504489559466,31.33677384809983,9.124020464836137,51.614366667668335,23914.678699508528,4,0
4729.3928060368735,7404.175542767935,33.65547216995917,69.70249795558924,88.68389781239402,219.3412977917343,868.158683486248,482.1296981566186,66.0202202377206,-22.029755327282622,9.111091886436986,25.6009863851293,21977.138719711293,2,0
4831.222797335858,7595.615217612384,25.741979966486376,46.695756244910086,81.64709184512456,2.4047866448466664,1719.1288651240798,876.5022408723788,-8.12547993995739,75.57365326110178,13.990871919645562,15.475358493979591,23108.08764821317,2,0
5146.383648717332,7719.477996400694,20.944740753711734,80.63747383090254,94.41401320448007,42.05996003787617,1738.8593206520504,1419.3264944162904,27.510565871965863,35.31797525325308,5.850939139691182,70.9141392284042,37020.32508113224,6,1
4782.960915251375,7363.581566056984,35.78575393974174,78.66235264719614,84.45340629615299,120.60041597300281,1080.884756948572,691.0783916483845,0.314461297498152,60.47276967658719,5.626754217045612,4.586623153348388,14218.940273914794,6,0
4809.098722130255,7650.498633473994,36.632579937540726,60.7980673320227,78.57933400065053,96.11968622226652,1047.1102128966236,690.8230786084152,12.857235142118466,36.72830570085358,9.335950953488455,30.738566905069,25277.1171356943,6,0
5184.641119358066,7187.174250793956,22.247723612115692,81.12475537831634,82.02559414535177,109.65002547483911,1321.0879038339517,366.68533880071664,19.623079247268695,34.52203753178117,5.4826390157236276,16.21082005917458,18647.971162068887,2,0
4941.252682268698,7243.767216084491,17.453949447079957,66.06719660975334,84.01699032065645,152.25280401250052,728.4645331837702,-159.55499262732803,17.857237214917333,38.923392419740544,4.307728850569944,23.921080188179214,11983.563006660239,2,0
4807.8195271858485,7329.196882357097,26.068513359616908,60.085979918994404,75.6706072992215,55.194300328948636,1348.83013141766,6.290718009142836,14.55325719508916,30.486403525909594,7.465026470391464,31.668811632738823,21626.862103478597,4,0
5555.360176642695,7414.002465812323,10.057625974009689,71.38070968277714,67.07963604387443,66.36222416922867,2125.5710771834947,1063.286141397815,6.583585397465066,59.2636245630482,4.890299408854519,67.34871410564281,25764.237959828948,2,0
5377.911801470074,7493.688626045902,25.218214883258394,76.15678160525383,87.42354928833913,-26.136538567416267,2203.763396133584,1133.8497974843535,-8.41450127975968,64.55436818617146,7.862717167171969,52.5701291050853,31788.992674304976,2,1
4987.213469309857,7490.755146910684,16.75833912915228,44.63505914807139,70.28344708000182,193.19318171974356,986.6848688720231,322.8820462588978,39.20975189525508,32.8374496673171,11.337776936890698,72.73648619096315,22324.959041868187,2,0
5060.963986632022,6999.108704650004,34.14158175615964,58.44449080757371,85.6165532157171,39.22102910378463,1222.8772674114407,-58.539296680891425,-4.9822291190415235,68.16403076748135,5.974988611700378,37.82367993126531,17821.955883039635,2,0
4894.115871879576,7549.032242250686,15.406488926982096,56.75025047357652,77.00535197702267,166.35884321505074,1362.169090546002,317.75834890336455,43.860458111257465,-1.1520897315742928,10.395260344720114,41.81839556527975,24578.03275378758,6,0
4827.065972704052,7107.750290298652,24.9675325663558,82.38789421895738,72.94606209447528,124.3254654868843,-22.007018524877367,-70.50985835036607,16.199691591109968,36.70539215028535,1.4248737449945388,24.185762862910146,14023.908366785425,2,0
4862.141440494761,6845.876843808347,-2.3619395219843433,60.112994474752384,83.65353482201361,-36.52983161688485,1549.512635840844,-130.96881222155184,-8.287686985993272,76.4098633006372,8.165361823940028,42.02827282537252,18875.921224700647,4,0
5158.420483647502,7355.820977492466,25.20718641570059,117.64138008141585,60.71061235824805,158.7942549206473,1396.28696520066,596.0644377794669,38.390914083765736,12.605721775751714,1.1915584406063644,48.41249924797312,22786.79682409425,2,1
5051.689505015036,7228.244274178065,8.44190692654746,63.03392637191205,93.01365117966913,71.17510773569047,1818.5562329229572,174.82152603031642,21.008035032369705,47.088574339330826,12.15644882008549,43.44867339767103,24786.685386095978,4,0
4919.8191172555735,7562.7564522144885,13.375834879315018,73.82704593990698,76.45463395826452,93.73508308271197,1542.5581011663173,660.3358385436862,19.114841061858602,43.21144149248158,9.952677277131599,51.88361437305357,25929.348337976437,4,0
4906.058169630746,7113.422076078455,29.192234665703445,79.67600968152507,94.73754167839272,67.83556161699954,1011.9948059606402,-343.009607440996,5.774138449121908,68.41097199733292,3.0434421218918666,46.75383658251527,16375.217098450072,2,0
4914.822552988196,7073.92706695147,20.321193677110006,33.82608924302686,80.5433454411801,22.88518291948661,2282.9137388211566,595.9663919559707,7.783531975667028,70.19077339694516,8.992808404158675,55.983326383147315,20794.835987912353,6,0
4852.1929784630065,7525.053573145025,9.40715480597471,53.56869972125645,71.87190716922572,80.56342938245936,970.1856098766102,952.3878933109013,7.619425227329895,59.03124783048614,5.6669925374299766,10.553218136831251,15977.810779240577,4,0
4467.483224630641,7255.276885741634,6.219015362495284,84.92380175158607,83.0259945094284,122.13646541738916,1290.2346587623426,-167.80962358861757,32.232502092199674,25.4918665727836,5.628161343866597,55.18565186836165,17415.46829145797,6,0
